item_index,step_num,question_type,question,answer,answer_binary,subject,title,num_steps
52,2,question_attr_4,Is there a Pharmacist with laptop in hand?,no,0,Pharmacist,,6
52,2,question_count,Are there four Pharmacists?,no,0,Pharmacist,,6
52,2,question_interaction_1,Is the Pharmacist with green eyes giving a fist bump with the Pharmacist wearing earrings?,no,0,Pharmacist,,6
52,2,question_interaction_2,Is the Pharmacist with tattoos on ankle exchanging business cards with the Pharmacist with laptop in hand?,no,0,Pharmacist,,6
52,3,question_attr_1,Is there a Pharmacist with green eyes?,no,0,Pharmacist,,6
52,3,question_attr_2,Is there a Pharmacist wearing earrings?,yes,1,Pharmacist,,6
52,3,question_attr_3,Is there a Pharmacist with tattoos on ankle?,yes,1,Pharmacist,,6
52,3,question_attr_4,Is there a Pharmacist with laptop in hand?,yes,1,Pharmacist,,6
52,3,question_count,Are there four Pharmacists?,no,0,Pharmacist,,6
52,3,question_interaction_1,Is the Pharmacist with green eyes giving a fist bump with the Pharmacist wearing earrings?,no,0,Pharmacist,,6
52,3,question_interaction_2,Is the Pharmacist with tattoos on ankle exchanging business cards with the Pharmacist with laptop in hand?,yes,1,Pharmacist,,6
52,4,question_attr_1,Is there a Pharmacist with green eyes?,no,0,Pharmacist,,6
52,4,question_attr_2,Is there a Pharmacist wearing earrings?,yes,1,Pharmacist,,6
52,4,question_attr_3,Is there a Pharmacist with tattoos on ankle?,yes,1,Pharmacist,,6
52,4,question_attr_4,Is there a Pharmacist with laptop in hand?,yes,1,Pharmacist,,6
52,4,question_count,Are there four Pharmacists?,yes,1,Pharmacist,,6
52,4,question_interaction_1,Is the Pharmacist with green eyes giving a fist bump with the Pharmacist wearing earrings?,no,0,Pharmacist,,6
52,4,question_interaction_2,Is the Pharmacist with tattoos on ankle exchanging business cards with the Pharmacist with laptop in hand?,yes,1,Pharmacist,,6
55,1,question_attr_1,Is there a Correctional Officer is bored?,no,0,Correctional Officer,,6
55,1,question_attr_2,Is there a Correctional Officer with tattoos on ankle?,no,0,Correctional Officer,,6
55,1,question_attr_3,Is there a Correctional Officer with soda can in hand?,no,0,Correctional Officer,,6
55,1,question_attr_4,Is there a Correctional Officer is joyful?,no,0,Correctional Officer,,6
55,1,question_count,Are there four Correctional Officers?,no,0,Correctional Officer,,6
55,1,question_interaction_1,Is the Correctional Officer is bored pouring the other a cup of tea or coffee with the Correctional Officer with tattoos on ankle?,no,0,Correctional Officer,,6
55,1,question_interaction_2,Is the Correctional Officer with soda can in hand having conversations with the Correctional Officer is joyful?,no,0,Correctional Officer,,6
55,2,question_attr_1,Is there a Correctional Officer is bored?,no,0,Correctional Officer,,6
55,2,question_attr_2,Is there a Correctional Officer with tattoos on ankle?,no,0,Correctional Officer,,6
55,2,question_attr_3,Is there a Correctional Officer with soda can in hand?,no,0,Correctional Officer,,6
55,2,question_attr_4,Is there a Correctional Officer is joyful?,no,0,Correctional Officer,,6
55,2,question_count,Are there four Correctional Officers?,no,0,Correctional Officer,,6
55,2,question_interaction_1,Is the Correctional Officer is bored pouring the other a cup of tea or coffee with the Correctional Officer with tattoos on ankle?,no,0,Correctional Officer,,6
55,2,question_interaction_2,Is the Correctional Officer with soda can in hand having conversations with the Correctional Officer is joyful?,no,0,Correctional Officer,,6
55,3,question_attr_1,Is there a Correctional Officer is bored?,no,0,Correctional Officer,,6
55,3,question_attr_2,Is there a Correctional Officer with tattoos on ankle?,no,0,Correctional Officer,,6
55,3,question_attr_3,Is there a Correctional Officer with soda can in hand?,no,0,Correctional Officer,,6
55,3,question_attr_4,Is there a Correctional Officer is joyful?,yes,1,Correctional Officer,,6
55,3,question_count,Are there four Correctional Officers?,no,0,Correctional Officer,,6
55,3,question_interaction_1,Is the Correctional Officer is bored pouring the other a cup of tea or coffee with the Correctional Officer with tattoos on ankle?,no,0,Correctional Officer,,6
55,3,question_interaction_2,Is the Correctional Officer with soda can in hand having conversations with the Correctional Officer is joyful?,yes,1,Correctional Officer,,6
55,4,question_attr_1,Is there a Correctional Officer is bored?,no,0,Correctional Officer,,6
55,4,question_attr_2,Is there a Correctional Officer with tattoos on ankle?,no,0,Correctional Officer,,6
55,4,question_attr_3,Is there a Correctional Officer with soda can in hand?,no,0,Correctional Officer,,6
55,4,question_attr_4,Is there a Correctional Officer is joyful?,yes,1,Correctional Officer,,6
55,4,question_count,Are there four Correctional Officers?,no,0,Correctional Officer,,6
55,4,question_interaction_1,Is the Correctional Officer is bored pouring the other a cup of tea or coffee with the Correctional Officer with tattoos on ankle?,no,0,Correctional Officer,,6
55,4,question_interaction_2,Is the Correctional Officer with soda can in hand having conversations with the Correctional Officer is joyful?,yes,1,Correctional Officer,,6
58,1,question_attr_1,Is there a Plumber is tired?,no,0,Plumber,,6
58,1,question_attr_2,Is there a Plumber wearing leather gloves?,no,0,Plumber,,6
58,1,question_attr_3,Is there a Plumber with camera in hand?,no,0,Plumber,,6
58,1,question_attr_4,Is there a Plumber with coffee cup in hand?,no,0,Plumber,,6
58,1,question_count,Are there four Plumbers?,no,0,Plumber,,6
58,1,question_interaction_1,Is the Plumber is tired bowing to each other with the Plumber wearing leather gloves?,no,0,Plumber,,6
58,1,question_interaction_2,Is the Plumber with camera in hand shaking hands with the Plumber with coffee cup in hand?,yes,1,Plumber,,6
58,2,question_attr_1,Is there a Plumber is tired?,no,0,Plumber,,6
58,2,question_attr_2,Is there a Plumber wearing leather gloves?,yes,1,Plumber,,6
58,2,question_attr_3,Is there a Plumber with camera in hand?,no,0,Plumber,,6
58,2,question_attr_4,Is there a Plumber with coffee cup in hand?,no,0,Plumber,,6
58,2,question_count,Are there four Plumbers?,no,0,Plumber,,6
58,2,question_interaction_1,Is the Plumber is tired bowing to each other with the Plumber wearing leather gloves?,no,0,Plumber,,6
58,2,question_interaction_2,Is the Plumber with camera in hand shaking hands with the Plumber with coffee cup in hand?,yes,1,Plumber,,6
58,3,question_attr_1,Is there a Plumber is tired?,no,0,Plumber,,6
58,3,question_attr_2,Is there a Plumber wearing leather gloves?,yes,1,Plumber,,6
58,3,question_attr_3,Is there a Plumber with camera in hand?,yes,1,Plumber,,6
58,3,question_attr_4,Is there a Plumber with coffee cup in hand?,no,0,Plumber,,6
58,3,question_count,Are there four Plumbers?,no,0,Plumber,,6
58,3,question_interaction_1,Is the Plumber is tired bowing to each other with the Plumber wearing leather gloves?,no,0,Plumber,,6
58,3,question_interaction_2,Is the Plumber with camera in hand shaking hands with the Plumber with coffee cup in hand?,no,0,Plumber,,6
58,4,question_attr_1,Is there a Plumber is tired?,no,0,Plumber,,6
58,4,question_attr_2,Is there a Plumber wearing leather gloves?,yes,1,Plumber,,6
58,4,question_attr_3,Is there a Plumber with camera in hand?,yes,1,Plumber,,6
58,4,question_attr_4,Is there a Plumber with coffee cup in hand?,yes,1,Plumber,,6
58,4,question_count,Are there four Plumbers?,no,0,Plumber,,6
58,4,question_interaction_1,Is the Plumber is tired bowing to each other with the Plumber wearing leather gloves?,no,0,Plumber,,6
58,4,question_interaction_2,Is the Plumber with camera in hand shaking hands with the Plumber with coffee cup in hand?,yes,1,Plumber,,6
62,1,question_attr_1,Is there a Construction Worker with a mustache?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,1,question_attr_2,Is there a Construction Worker is confused?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,1,question_attr_3,Is there a Construction Worker wearing latex gloves?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,1,question_attr_4,Is there a Construction Worker with a suitcase in hand?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,1,question_count,Are there four Construction Workers?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,1,question_interaction_1,Is the Construction Worker with a mustache one person crossing their arms and glaring while the other tries to talk with the Construction Worker is confused?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,1,question_interaction_2,Is the Construction Worker wearing latex gloves shaking hands with the Construction Worker with a suitcase in hand?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,2,question_attr_1,Is there a Construction Worker with a mustache?,yes,1,Construction Worker (often includes high-visibility safety gear),,6
62,2,question_attr_2,Is there a Construction Worker is confused?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,2,question_attr_3,Is there a Construction Worker wearing latex gloves?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,2,question_attr_4,Is there a Construction Worker with a suitcase in hand?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,2,question_count,Are there four Construction Workers?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,2,question_interaction_1,Is the Construction Worker with a mustache one person crossing their arms and glaring while the other tries to talk with the Construction Worker is confused?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,2,question_interaction_2,Is the Construction Worker wearing latex gloves shaking hands with the Construction Worker with a suitcase in hand?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,3,question_attr_1,Is there a Construction Worker with a mustache?,yes,1,Construction Worker (often includes high-visibility safety gear),,6
62,3,question_attr_2,Is there a Construction Worker is confused?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,3,question_attr_3,Is there a Construction Worker wearing latex gloves?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,3,question_attr_4,Is there a Construction Worker with a suitcase in hand?,yes,1,Construction Worker (often includes high-visibility safety gear),,6
62,3,question_count,Are there four Construction Workers?,yes,1,Construction Worker (often includes high-visibility safety gear),,6
62,3,question_interaction_1,Is the Construction Worker with a mustache one person crossing their arms and glaring while the other tries to talk with the Construction Worker is confused?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,3,question_interaction_2,Is the Construction Worker wearing latex gloves shaking hands with the Construction Worker with a suitcase in hand?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,4,question_attr_1,Is there a Construction Worker with a mustache?,yes,1,Construction Worker (often includes high-visibility safety gear),,6
62,4,question_attr_2,Is there a Construction Worker is confused?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,4,question_attr_3,Is there a Construction Worker wearing latex gloves?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,4,question_attr_4,Is there a Construction Worker with a suitcase in hand?,yes,1,Construction Worker (often includes high-visibility safety gear),,6
62,4,question_count,Are there four Construction Workers?,yes,1,Construction Worker (often includes high-visibility safety gear),,6
62,4,question_interaction_1,Is the Construction Worker with a mustache one person crossing their arms and glaring while the other tries to talk with the Construction Worker is confused?,no,0,Construction Worker (often includes high-visibility safety gear),,6
62,4,question_interaction_2,Is the Construction Worker wearing latex gloves shaking hands with the Construction Worker with a suitcase in hand?,no,0,Construction Worker (often includes high-visibility safety gear),,6
63,1,question_attr_1,Is there a Chef with tattoos on leg?,yes,1,Chef,,6
63,1,question_attr_2,Is there a Chef is crying?,no,0,Chef,,6
63,1,question_attr_3,Is there a Chef with bun hair?,no,0,Chef,,6
63,1,question_attr_4,Is there a Chef is serious?,no,0,Chef,,6
63,1,question_count,Are there four Chefs?,no,0,Chef,,6
63,1,question_interaction_1,Is the Chef with tattoos on leg exchanging business cards with the Chef is crying?,no,0,Chef,,6
63,1,question_interaction_2,Is the Chef with bun hair one person shouting while the other looks away with the Chef is serious?,no,0,Chef,,6
63,2,question_attr_1,Is there a Chef with tattoos on leg?,yes,1,Chef,,6
63,2,question_attr_2,Is there a Chef is crying?,yes,1,Chef,,6
63,2,question_attr_3,Is there a Chef with bun hair?,yes,1,Chef,,6
63,2,question_attr_4,Is there a Chef is serious?,no,0,Chef,,6
63,2,question_count,Are there four Chefs?,no,0,Chef,,6
63,2,question_interaction_1,Is the Chef with tattoos on leg exchanging business cards with the Chef is crying?,yes,1,Chef,,6
63,2,question_interaction_2,Is the Chef with bun hair one person shouting while the other looks away with the Chef is serious?,no,0,Chef,,6
63,3,question_attr_1,Is there a Chef with tattoos on leg?,yes,1,Chef,,6
63,3,question_attr_2,Is there a Chef is crying?,yes,1,Chef,,6
63,3,question_attr_3,Is there a Chef with bun hair?,yes,1,Chef,,6
63,3,question_attr_4,Is there a Chef is serious?,yes,1,Chef,,6
63,3,question_count,Are there four Chefs?,yes,1,Chef,,6
63,3,question_interaction_1,Is the Chef with tattoos on leg exchanging business cards with the Chef is crying?,yes,1,Chef,,6
63,3,question_interaction_2,Is the Chef with bun hair one person shouting while the other looks away with the Chef is serious?,yes,1,Chef,,6
63,4,question_attr_1,Is there a Chef with tattoos on leg?,yes,1,Chef,,6
63,4,question_attr_2,Is there a Chef is crying?,yes,1,Chef,,6
63,4,question_attr_3,Is there a Chef with bun hair?,yes,1,Chef,,6
63,4,question_attr_4,Is there a Chef is serious?,yes,1,Chef,,6
63,4,question_count,Are there four Chefs?,yes,1,Chef,,6
63,4,question_interaction_1,Is the Chef with tattoos on leg exchanging business cards with the Chef is crying?,yes,1,Chef,,6
63,4,question_interaction_2,Is the Chef with bun hair one person shouting while the other looks away with the Chef is serious?,yes,1,Chef,,6
66,1,question_attr_1,Is there an Electrician with camera in hand?,no,0,Electrician,,6
66,1,question_attr_2,Is there an Electrician with hazel eyes?,no,0,Electrician,,6
66,1,question_attr_3,Is there an Electrician with suitcase in hand?,no,0,Electrician,,6
66,1,question_attr_4,Is there an Electrician is scared?,no,0,Electrician,,6
66,1,question_count,Are there four Electricians?,no,0,Electrician,,6
66,1,question_interaction_1,Is the Electrician with camera in hand turning their back on the other while they are speaking with the Electrician with hazel eyes?,no,0,Electrician,,6
66,1,question_interaction_2,"Is the Electrician with suitcase in hand arguing face-to-face, with expressive hand gestures with the Electrician is scared?",no,0,Electrician,,6
66,2,question_attr_1,Is there an Electrician with camera in hand?,yes,1,Electrician,,6
66,2,question_attr_2,Is there an Electrician with hazel eyes?,no,0,Electrician,,6
66,2,question_attr_3,Is there an Electrician with suitcase in hand?,no,0,Electrician,,6
66,2,question_attr_4,Is there an Electrician is scared?,no,0,Electrician,,6
66,2,question_count,Are there four Electricians?,no,0,Electrician,,6
66,2,question_interaction_1,Is the Electrician with camera in hand turning their back on the other while they are speaking with the Electrician with hazel eyes?,no,0,Electrician,,6
66,2,question_interaction_2,"Is the Electrician with suitcase in hand arguing face-to-face, with expressive hand gestures with the Electrician is scared?",no,0,Electrician,,6
66,3,question_attr_1,Is there an Electrician with camera in hand?,yes,1,Electrician,,6
66,3,question_attr_2,Is there an Electrician with hazel eyes?,no,0,Electrician,,6
66,3,question_attr_3,Is there an Electrician with suitcase in hand?,yes,1,Electrician,,6
66,3,question_attr_4,Is there an Electrician is scared?,no,0,Electrician,,6
66,3,question_count,Are there four Electricians?,no,0,Electrician,,6
66,3,question_interaction_1,Is the Electrician with camera in hand turning their back on the other while they are speaking with the Electrician with hazel eyes?,no,0,Electrician,,6
66,3,question_interaction_2,"Is the Electrician with suitcase in hand arguing face-to-face, with expressive hand gestures with the Electrician is scared?",yes,1,Electrician,,6
66,4,question_attr_1,Is there an Electrician with camera in hand?,yes,1,Electrician,,6
66,4,question_attr_2,Is there an Electrician with hazel eyes?,no,0,Electrician,,6
66,4,question_attr_3,Is there an Electrician with suitcase in hand?,yes,1,Electrician,,6
66,4,question_attr_4,Is there an Electrician is scared?,no,0,Electrician,,6
66,4,question_count,Are there four Electricians?,no,0,Electrician,,6
66,4,question_interaction_1,Is the Electrician with camera in hand turning their back on the other while they are speaking with the Electrician with hazel eyes?,no,0,Electrician,,6
66,4,question_interaction_2,"Is the Electrician with suitcase in hand arguing face-to-face, with expressive hand gestures with the Electrician is scared?",no,0,Electrician,,6
67,1,question_attr_1,Is there a Plumber wearing headphones?,no,0,Plumber,,6
67,1,question_attr_2,Is there a Plumber is content?,yes,1,Plumber,,6
67,1,question_attr_3,Is there a Plumber with ponytail hair?,no,0,Plumber,,6
67,1,question_attr_4,Is there a Plumber with goatee?,no,0,Plumber,,6
67,1,question_count,Are there four Plumbers?,no,0,Plumber,,6
67,1,question_interaction_1,Is the Plumber wearing headphones pointing an accusatory finger at each other with the Plumber is content?,no,0,Plumber,,6
67,1,question_interaction_2,"Is the Plumber with ponytail hair assembling something, reading instructions together with the Plumber with goatee?",no,0,Plumber,,6
67,2,question_attr_1,Is there a Plumber wearing headphones?,yes,1,Plumber,,6
67,2,question_attr_2,Is there a Plumber is content?,no,0,Plumber,,6
67,2,question_attr_3,Is there a Plumber with ponytail hair?,no,0,Plumber,,6
67,2,question_attr_4,Is there a Plumber with goatee?,no,0,Plumber,,6
67,2,question_count,Are there four Plumbers?,no,0,Plumber,,6
67,2,question_interaction_1,Is the Plumber wearing headphones pointing an accusatory finger at each other with the Plumber is content?,no,0,Plumber,,6
67,2,question_interaction_2,"Is the Plumber with ponytail hair assembling something, reading instructions together with the Plumber with goatee?",no,0,Plumber,,6
67,3,question_attr_1,Is there a Plumber wearing headphones?,yes,1,Plumber,,6
67,3,question_attr_2,Is there a Plumber is content?,no,0,Plumber,,6
67,3,question_attr_3,Is there a Plumber with ponytail hair?,yes,1,Plumber,,6
67,3,question_attr_4,Is there a Plumber with goatee?,no,0,Plumber,,6
67,3,question_count,Are there four Plumbers?,no,0,Plumber,,6
67,3,question_interaction_1,Is the Plumber wearing headphones pointing an accusatory finger at each other with the Plumber is content?,no,0,Plumber,,6
67,3,question_interaction_2,"Is the Plumber with ponytail hair assembling something, reading instructions together with the Plumber with goatee?",no,0,Plumber,,6
67,4,question_attr_1,Is there a Plumber wearing headphones?,yes,1,Plumber,,6
67,4,question_attr_2,Is there a Plumber is content?,no,0,Plumber,,6
67,4,question_attr_3,Is there a Plumber with ponytail hair?,yes,1,Plumber,,6
67,4,question_attr_4,Is there a Plumber with goatee?,no,0,Plumber,,6
67,4,question_count,Are there four Plumbers?,no,0,Plumber,,6
67,4,question_interaction_1,Is the Plumber wearing headphones pointing an accusatory finger at each other with the Plumber is content?,no,0,Plumber,,6
67,4,question_interaction_2,"Is the Plumber with ponytail hair assembling something, reading instructions together with the Plumber with goatee?",no,0,Plumber,,6
68,1,question_attr_1,Is there a Lifeguard with coffee cup in hand?,no,0,Lifeguard,,6
68,1,question_attr_2,Is there a Lifeguard with red hair?,no,0,Lifeguard,,6
68,1,question_attr_3,Is there a Lifeguard with tattoos on arm?,no,0,Lifeguard,,6
68,1,question_attr_4,Is there a Lifeguard with straight hair?,no,0,Lifeguard,,6
68,1,question_count,Are there four Lifeguards?,no,0,Lifeguard,,6
68,1,question_interaction_1,Is the Lifeguard with coffee cup in hand whispering a secret into the other's ear with the Lifeguard with red hair?,no,0,Lifeguard,,6
68,1,question_interaction_2,Is the Lifeguard with tattoos on arm one person crossing their arms and glaring while the other tries to talk with the Lifeguard with straight hair?,no,0,Lifeguard,,6
68,2,question_attr_1,Is there a Lifeguard with coffee cup in hand?,yes,1,Lifeguard,,6
68,2,question_attr_2,Is there a Lifeguard with red hair?,yes,1,Lifeguard,,6
68,2,question_attr_3,Is there a Lifeguard with tattoos on arm?,no,0,Lifeguard,,6
68,2,question_attr_4,Is there a Lifeguard with straight hair?,no,0,Lifeguard,,6
68,2,question_count,Are there four Lifeguards?,no,0,Lifeguard,,6
68,2,question_interaction_1,Is the Lifeguard with coffee cup in hand whispering a secret into the other's ear with the Lifeguard with red hair?,yes,1,Lifeguard,,6
68,2,question_interaction_2,Is the Lifeguard with tattoos on arm one person crossing their arms and glaring while the other tries to talk with the Lifeguard with straight hair?,no,0,Lifeguard,,6
68,3,question_attr_1,Is there a Lifeguard with coffee cup in hand?,yes,1,Lifeguard,,6
68,3,question_attr_2,Is there a Lifeguard with red hair?,yes,1,Lifeguard,,6
68,3,question_attr_3,Is there a Lifeguard with tattoos on arm?,yes,1,Lifeguard,,6
68,3,question_attr_4,Is there a Lifeguard with straight hair?,no,0,Lifeguard,,6
68,3,question_count,Are there four Lifeguards?,no,0,Lifeguard,,6
68,3,question_interaction_1,Is the Lifeguard with coffee cup in hand whispering a secret into the other's ear with the Lifeguard with red hair?,no,0,Lifeguard,,6
68,3,question_interaction_2,Is the Lifeguard with tattoos on arm one person crossing their arms and glaring while the other tries to talk with the Lifeguard with straight hair?,yes,1,Lifeguard,,6
68,4,question_attr_1,Is there a Lifeguard with coffee cup in hand?,yes,1,Lifeguard,,6
68,4,question_attr_2,Is there a Lifeguard with red hair?,yes,1,Lifeguard,,6
68,4,question_attr_3,Is there a Lifeguard with tattoos on arm?,yes,1,Lifeguard,,6
68,4,question_attr_4,Is there a Lifeguard with straight hair?,yes,1,Lifeguard,,6
68,4,question_count,Are there four Lifeguards?,yes,1,Lifeguard,,6
68,4,question_interaction_1,Is the Lifeguard with coffee cup in hand whispering a secret into the other's ear with the Lifeguard with red hair?,yes,1,Lifeguard,,6
68,4,question_interaction_2,Is the Lifeguard with tattoos on arm one person crossing their arms and glaring while the other tries to talk with the Lifeguard with straight hair?,no,0,Lifeguard,,6
69,1,question_attr_1,Is there a Sailor wearing earrings?,yes,1,Sailor (Navy),,6
69,1,question_attr_2,Is there a Sailor with dreadlocks hair?,no,0,Sailor (Navy),,6
69,1,question_attr_3,Is there a Sailor with tattoos on leg?,yes,1,Sailor (Navy),,6
69,1,question_attr_4,Is there a Sailor wearing leather gloves?,no,0,Sailor (Navy),,6
69,1,question_count,Are there four Sailors?,no,0,Sailor (Navy),,6
69,1,question_interaction_1,Is the Sailor wearing earrings shaking hands with the Sailor with dreadlocks hair?,yes,1,Sailor (Navy),,6
69,1,question_interaction_2,Is the Sailor with tattoos on leg one person shouting while the other looks away with the Sailor wearing leather gloves?,no,0,Sailor (Navy),,6
69,2,question_attr_1,Is there a Sailor wearing earrings?,yes,1,Sailor (Navy),,6
69,2,question_attr_2,Is there a Sailor with dreadlocks hair?,yes,1,Sailor (Navy),,6
69,2,question_attr_3,Is there a Sailor with tattoos on leg?,no,0,Sailor (Navy),,6
69,2,question_attr_4,Is there a Sailor wearing leather gloves?,no,0,Sailor (Navy),,6
69,2,question_count,Are there four Sailors?,no,0,Sailor (Navy),,6
69,2,question_interaction_1,Is the Sailor wearing earrings shaking hands with the Sailor with dreadlocks hair?,yes,1,Sailor (Navy),,6
69,2,question_interaction_2,Is the Sailor with tattoos on leg one person shouting while the other looks away with the Sailor wearing leather gloves?,no,0,Sailor (Navy),,6
69,3,question_attr_1,Is there a Sailor wearing earrings?,yes,1,Sailor (Navy),,6
69,3,question_attr_2,Is there a Sailor with dreadlocks hair?,yes,1,Sailor (Navy),,6
69,3,question_attr_3,Is there a Sailor with tattoos on leg?,yes,1,Sailor (Navy),,6
69,3,question_attr_4,Is there a Sailor wearing leather gloves?,yes,1,Sailor (Navy),,6
69,3,question_count,Are there four Sailors?,no,0,Sailor (Navy),,6
69,3,question_interaction_1,Is the Sailor wearing earrings shaking hands with the Sailor with dreadlocks hair?,yes,1,Sailor (Navy),,6
69,3,question_interaction_2,Is the Sailor with tattoos on leg one person shouting while the other looks away with the Sailor wearing leather gloves?,no,0,Sailor (Navy),,6
70,1,question_attr_1,Is there a Pharmacist is confused?,no,0,Pharmacist,,6
70,1,question_attr_2,Is there a Pharmacist with bun hair?,no,0,Pharmacist,,6
70,1,question_attr_3,Is there a Pharmacist with water bottle in hand?,no,0,Pharmacist,,6
70,1,question_attr_4,Is there a Pharmacist is thoughtful?,no,0,Pharmacist,,6
70,1,question_count,Are there four Pharmacists?,no,0,Pharmacist,,6
70,1,question_interaction_1,Is the Pharmacist is confused pointing an accusatory finger at the Pharmacist with bun hair?,no,0,Pharmacist,,6
70,1,question_interaction_2,Is the Pharmacist with water bottle in hand shaking hands with the Pharmacist is thoughtful?,yes,1,Pharmacist,,6
70,2,question_attr_1,Is there a Pharmacist is confused?,no,0,Pharmacist,,6
70,2,question_attr_2,Is there a Pharmacist with bun hair?,yes,1,Pharmacist,,6
70,2,question_attr_3,Is there a Pharmacist with water bottle in hand?,yes,1,Pharmacist,,6
70,2,question_attr_4,Is there a Pharmacist is thoughtful?,no,0,Pharmacist,,6
70,2,question_count,Are there four Pharmacists?,no,0,Pharmacist,,6
70,2,question_interaction_1,Is the Pharmacist is confused pointing an accusatory finger at the Pharmacist with bun hair?,no,0,Pharmacist,,6
70,2,question_interaction_2,Is the Pharmacist with water bottle in hand shaking hands with the Pharmacist is thoughtful?,no,0,Pharmacist,,6
70,3,question_attr_1,Is there a Pharmacist is confused?,no,0,Pharmacist,,6
70,3,question_attr_2,Is there a Pharmacist with bun hair?,yes,1,Pharmacist,,6
70,3,question_attr_3,Is there a Pharmacist with water bottle in hand?,yes,1,Pharmacist,,6
70,3,question_attr_4,Is there a Pharmacist is thoughtful?,no,0,Pharmacist,,6
70,3,question_count,Are there four Pharmacists?,no,0,Pharmacist,,6
70,3,question_interaction_1,Is the Pharmacist is confused pointing an accusatory finger at the Pharmacist with bun hair?,no,0,Pharmacist,,6
70,3,question_interaction_2,Is the Pharmacist with water bottle in hand shaking hands with the Pharmacist is thoughtful?,no,0,Pharmacist,,6
70,4,question_attr_1,Is there a Pharmacist is confused?,no,0,Pharmacist,,6
70,4,question_attr_2,Is there a Pharmacist with bun hair?,yes,1,Pharmacist,,6
70,4,question_attr_3,Is there a Pharmacist with water bottle in hand?,yes,1,Pharmacist,,6
70,4,question_attr_4,Is there a Pharmacist is thoughtful?,yes,1,Pharmacist,,6
70,4,question_count,Are there four Pharmacists?,no,0,Pharmacist,,6
70,4,question_interaction_1,Is the Pharmacist is confused pointing an accusatory finger at the Pharmacist with bun hair?,no,0,Pharmacist,,6
70,4,question_interaction_2,Is the Pharmacist with water bottle in hand shaking hands with the Pharmacist is thoughtful?,no,0,Pharmacist,,6
73,1,question_attr_1,Is there a Plumber wearing glasses?,no,0,Plumber,,6
73,1,question_attr_2,Is there a Plumber with beard?,yes,1,Plumber,,6
73,1,question_attr_3,Is there a Plumber is happy?,no,0,Plumber,,6
73,1,question_attr_4,Is there a Plumber is confused?,no,0,Plumber,,6
73,1,question_count,Are there four Plumbers?,no,0,Plumber,,6
73,1,question_interaction_1,Is the Plumber wearing glasses exchanging business cards with the Plumber with beard?,yes,1,Plumber,,6
73,1,question_interaction_2,Is the Plumber is happy shaking hands with the Plumber is confused?,no,0,Plumber,,6
73,2,question_attr_1,Is there a Plumber wearing glasses?,yes,1,Plumber,,6
73,2,question_attr_2,Is there a Plumber with beard?,no,0,Plumber,,6
73,2,question_attr_3,Is there a Plumber is happy?,no,0,Plumber,,6
73,2,question_attr_4,Is there a Plumber is confused?,no,0,Plumber,,6
73,2,question_count,Are there four Plumbers?,no,0,Plumber,,6
73,2,question_interaction_1,Is the Plumber wearing glasses exchanging business cards with the Plumber with beard?,yes,1,Plumber,,6
73,2,question_interaction_2,Is the Plumber is happy shaking hands with the Plumber is confused?,no,0,Plumber,,6
73,3,question_attr_1,Is there a Plumber wearing glasses?,yes,1,Plumber,,6
73,3,question_attr_2,Is there a Plumber with beard?,yes,1,Plumber,,6
73,3,question_attr_3,Is there a Plumber is happy?,no,0,Plumber,,6
73,3,question_attr_4,Is there a Plumber is confused?,no,0,Plumber,,6
73,3,question_count,Are there four Plumbers?,no,0,Plumber,,6
73,3,question_interaction_1,Is the Plumber wearing glasses exchanging business cards with the Plumber with beard?,yes,1,Plumber,,6
73,3,question_interaction_2,Is the Plumber is happy shaking hands with the Plumber is confused?,no,0,Plumber,,6
73,4,question_attr_1,Is there a Plumber wearing glasses?,yes,1,Plumber,,6
73,4,question_attr_2,Is there a Plumber with beard?,yes,1,Plumber,,6
73,4,question_attr_3,Is there a Plumber is happy?,yes,1,Plumber,,6
73,4,question_attr_4,Is there a Plumber is confused?,no,0,Plumber,,6
73,4,question_count,Are there four Plumbers?,no,0,Plumber,,6
73,4,question_interaction_1,Is the Plumber wearing glasses exchanging business cards with the Plumber with beard?,yes,1,Plumber,,6
73,4,question_interaction_2,Is the Plumber is happy shaking hands with the Plumber is confused?,no,0,Plumber,,6
78,1,question_attr_1,Is there a Bartender wearing earrings?,no,0,Bartender,,6
