condition,item_index,question_col,claimed_step,final_step,source,appears_at_step,persists_to_final
shuffled,225,question_attr_4,3,4,shuffled_within_chain,1,1
shuffled,229,question_attr_1,1,4,shuffled_within_chain,0,0
shuffled,229,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,229,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,234,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,234,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,234,question_attr_3,1,4,shuffled_within_chain,0,1
shuffled,234,question_attr_4,1,4,shuffled_within_chain,0,1
shuffled,245,question_attr_1,1,4,shuffled_within_chain,0,1
shuffled,245,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,245,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,247,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,247,question_attr_3,1,4,shuffled_within_chain,0,1
shuffled,252,question_attr_1,4,4,shuffled_within_chain,1,1
shuffled,252,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,252,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,252,question_attr_4,3,4,shuffled_within_chain,0,1
shuffled,254,question_attr_1,2,4,shuffled_within_chain,0,1
shuffled,254,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,254,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,258,question_attr_1,2,4,shuffled_within_chain,0,0
shuffled,258,question_attr_2,3,4,shuffled_within_chain,0,1
shuffled,258,question_attr_4,1,4,shuffled_within_chain,0,1
shuffled,271,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,271,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,271,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,271,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,288,question_attr_1,3,4,shuffled_within_chain,0,1
shuffled,288,question_attr_4,4,4,shuffled_within_chain,1,1
shuffled,293,question_attr_2,3,4,shuffled_within_chain,1,0
shuffled,293,question_attr_3,2,4,shuffled_within_chain,1,1
shuffled,293,question_attr_4,2,4,shuffled_within_chain,0,1
shuffled,296,question_attr_1,1,2,shuffled_within_chain,0,1
shuffled,296,question_attr_3,2,2,shuffled_within_chain,1,1
shuffled,296,question_attr_4,2,2,shuffled_within_chain,0,0
shuffled,302,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,302,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,302,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,310,question_attr_1,3,4,shuffled_within_chain,0,1
shuffled,310,question_attr_3,3,4,shuffled_within_chain,0,1
shuffled,310,question_attr_4,4,4,shuffled_within_chain,0,0
shuffled,314,question_attr_1,3,4,shuffled_within_chain,1,1
shuffled,314,question_attr_2,3,4,shuffled_within_chain,1,1
shuffled,314,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,314,question_attr_4,3,4,shuffled_within_chain,1,1
shuffled,315,question_attr_1,1,4,shuffled_within_chain,0,0
shuffled,315,question_attr_2,1,4,shuffled_within_chain,0,1
shuffled,315,question_attr_3,2,4,shuffled_within_chain,0,1
shuffled,315,question_attr_4,2,4,shuffled_within_chain,0,1
substituted,1,question_attr_4,1,4,substituted_from_item_225,0,0
substituted,12,question_attr_3,2,4,substituted_from_item_29,0,0
substituted,13,question_attr_3,1,4,substituted_from_item_184,0,0
substituted,14,question_attr_1,1,4,substituted_from_item_115,0,0
substituted,18,question_attr_3,1,3,substituted_from_item_129,0,0
substituted,19,question_attr_4,2,4,substituted_from_item_161,0,0
substituted,20,question_attr_4,1,4,substituted_from_item_105,0,0
substituted,21,question_attr_3,2,4,substituted_from_item_247,0,0
substituted,23,question_attr_1,3,4,substituted_from_item_46,0,0
substituted,27,question_attr_1,3,4,substituted_from_item_48,0,0
substituted,29,question_attr_2,3,4,substituted_from_item_202,0,0
substituted,30,question_attr_3,1,4,substituted_from_item_101,0,0
substituted,31,question_attr_4,3,4,substituted_from_item_70,0,0
substituted,37,question_attr_3,1,4,substituted_from_item_184,0,0
substituted,46,question_attr_1,1,4,substituted_from_item_20,0,0
substituted,48,question_attr_3,3,4,substituted_from_item_157,0,0
substituted,49,question_attr_4,2,4,substituted_from_item_1,0,0
substituted,51,question_attr_3,2,4,substituted_from_item_234,0,0
substituted,52,question_attr_2,2,4,substituted_from_item_302,0,0
substituted,55,question_attr_2,3,4,substituted_from_item_205,0,0
substituted,58,question_attr_3,2,4,substituted_from_item_27,0,0
substituted,62,question_attr_1,2,4,substituted_from_item_200,0,0
substituted,63,question_attr_4,2,4,substituted_from_item_213,0,0
substituted,66,question_attr_1,2,4,substituted_from_item_160,0,0
substituted,67,question_attr_3,2,4,substituted_from_item_106,0,0
substituted,68,question_attr_2,2,4,substituted_from_item_123,0,0
substituted,69,question_attr_1,2,3,substituted_from_item_247,0,0
substituted,70,question_attr_3,2,4,substituted_from_item_205,0,0
substituted,73,question_attr_1,4,4,substituted_from_item_310,0,0
substituted,78,question_attr_2,3,4,substituted_from_item_58,0,0
substituted,79,question_attr_1,3,4,substituted_from_item_14,0,0
substituted,80,question_attr_2,3,4,substituted_from_item_142,0,0
substituted,82,question_attr_4,3,4,substituted_from_item_58,0,0
substituted,86,question_attr_1,2,4,substituted_from_item_131,0,0
substituted,87,question_attr_1,1,4,substituted_from_item_73,0,0
substituted,97,question_attr_3,1,4,substituted_from_item_115,0,0
substituted,100,question_attr_1,2,4,substituted_from_item_73,0,0
substituted,101,question_attr_2,3,4,substituted_from_item_134,0,0
substituted,102,question_attr_3,2,4,substituted_from_item_23,0,0
substituted,105,question_attr_2,2,4,substituted_from_item_235,0,0
substituted,106,question_attr_1,3,4,substituted_from_item_14,0,0
substituted,107,question_attr_3,1,4,substituted_from_item_63,0,0
substituted,108,question_attr_4,2,4,substituted_from_item_37,0,0
substituted,110,question_attr_3,1,4,substituted_from_item_296,0,0
substituted,111,question_attr_4,1,4,substituted_from_item_223,0,0
substituted,115,question_attr_2,1,4,substituted_from_item_132,0,0
substituted,123,question_attr_4,2,4,substituted_from_item_19,0,0
substituted,126,question_attr_4,3,4,substituted_from_item_1,0,0
substituted,129,question_attr_1,3,4,substituted_from_item_160,0,0
substituted,131,question_attr_3,3,4,substituted_from_item_225,0,0
substituted,132,question_attr_3,2,4,substituted_from_item_293,0,0
substituted,133,question_attr_3,1,4,substituted_from_item_247,0,0
substituted,134,question_attr_2,2,4,substituted_from_item_133,0,0
substituted,142,question_attr_2,2,4,substituted_from_item_67,0,0
substituted,156,question_attr_2,1,4,substituted_from_item_252,0,0
substituted,157,question_attr_1,3,4,substituted_from_item_133,0,0
substituted,160,question_attr_2,1,4,substituted_from_item_100,0,0
substituted,161,question_attr_4,1,4,substituted_from_item_213,0,0
substituted,162,question_attr_2,2,4,substituted_from_item_171,0,0
substituted,167,question_attr_2,2,4,substituted_from_item_252,0,0
substituted,171,question_attr_4,3,4,substituted_from_item_175,0,0
substituted,175,question_attr_1,2,4,substituted_from_item_245,0,0
substituted,176,question_attr_4,3,4,substituted_from_item_185,0,0
substituted,180,question_attr_3,2,4,substituted_from_item_225,0,0
substituted,182,question_attr_2,1,4,substituted_from_item_314,0,0
substituted,184,question_attr_1,3,4,substituted_from_item_73,0,0
substituted,185,question_attr_1,2,4,substituted_from_item_14,0,0
substituted,187,question_attr_4,2,4,substituted_from_item_171,0,0
substituted,191,question_attr_1,3,4,substituted_from_item_162,0,0
substituted,194,question_attr_4,4,4,substituted_from_item_288,0,0
substituted,200,question_attr_1,3,4,substituted_from_item_133,0,0
substituted,202,question_attr_1,2,4,substituted_from_item_243,0,0
substituted,205,question_attr_2,1,4,substituted_from_item_156,0,0
substituted,206,question_attr_4,2,4,substituted_from_item_271,0,0
substituted,207,question_attr_2,1,4,substituted_from_item_202,0,0
substituted,213,question_attr_1,2,4,substituted_from_item_162,0,0
substituted,221,question_attr_3,1,4,substituted_from_item_247,0,0
substituted,222,question_attr_4,3,4,substituted_from_item_224,0,0
substituted,223,question_attr_1,1,4,substituted_from_item_161,0,0
substituted,224,question_attr_2,3,4,substituted_from_item_161,0,0
substituted,225,question_attr_3,2,4,substituted_from_item_234,0,0
substituted,229,question_attr_3,1,4,substituted_from_item_176,0,0
substituted,234,question_attr_4,1,4,substituted_from_item_97,0,0
substituted,235,question_attr_4,2,4,substituted_from_item_288,0,0
substituted,243,question_attr_3,2,4,substituted_from_item_87,0,0
substituted,245,question_attr_2,2,4,substituted_from_item_194,0,0
substituted,247,question_attr_4,1,4,substituted_from_item_55,0,0
substituted,252,question_attr_1,4,4,substituted_from_item_258,0,0
substituted,254,question_attr_2,3,4,substituted_from_item_70,0,0
substituted,258,question_attr_2,2,4,substituted_from_item_134,0,0
substituted,271,question_attr_1,3,4,substituted_from_item_142,0,0
substituted,278,question_attr_4,3,4,substituted_from_item_142,0,0
substituted,288,question_attr_4,4,4,substituted_from_item_315,0,0
substituted,293,question_attr_4,1,4,substituted_from_item_1,0,0
substituted,296,question_attr_4,1,2,substituted_from_item_314,0,0
substituted,302,question_attr_3,2,4,substituted_from_item_191,0,0
substituted,310,question_attr_2,4,4,substituted_from_item_73,0,0
substituted,314,question_attr_1,2,4,substituted_from_item_176,0,0
substituted,315,question_attr_4,1,4,substituted_from_item_110,0,0
